Category,Browser,Global Super Group description,Global Product Group description,Global Module Description,Exception Type,Global Category,External Code,Work Item Scope,Seq,Standard Code,Code Type,External Code Group,Processing Group Code,Processing Group Description,Processing Group Set Description,Country,Source of Exception,Best Received External Description,Translated Best Received External Description,Best Existing External Description,Translated Best Existing External Description,Department Code,Department Description,Supplier Code,Supplier Description,Number of Stores Selling,Impact,Price,Retailer SKU,etailer Item Code,Store Receipt Description,Predicted Barcode,URL,Received Date,Due Date,Current Assignment Description,Country Current Assignment Description,External Item/Predicted PG/CI,External Item/Predicted Product Class,Latest Image Received Date,Sent for RTC Prediction,Priority,Reserved By,Allocated To,Defer,Has Image,Project,External Item Global Category,External Item Global Module,Local Id,Allocated Date
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,,New,,'200915400000,LOCAL,1,'00200915400000,LAC,LAC,HNS,HNS HEINENS INC.,ALL_US,UNITED STATES OF AMERICA,SIRVAL,PV FRESH TX 16-18#,,,,,,,WGT,4,327.15,3.49,,,,,,24-NOV-2022 16:49:18,,,,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,PERISHABLE FRESH AND FROZEN MEAT,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'200984700000,LOCAL,1,'00200984700000,LAC,LAC,HNS,HNS HEINENS INC.,ALL_US,UNITED STATES OF AMERICA,SIRVAL,2BROS TX 16-18,,,,,,,WGT,2,455.18,3.29,,,,,,24-NOV-2022 16:49:21,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'020165300000,LOCAL,1,'00020165300000,LAC,LAC,HNS,HNS HEINENS INC.,ALL_US,UNITED STATES OF AMERICA,SIRVAL,L ERMITAGE 3KG BRIE,,,,,,,WGT,8,250.5,13.9889,,,,,,24-NOV-2022 16:49:19,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'200984800000,LOCAL,1,'00200984800000,LAC,LAC,HNS,HNS HEINENS INC.,ALL_US,UNITED STATES OF AMERICA,SIRVAL,2BROS TX 18-20,,,,,,,WGT,6,1129.8,3.29,,,,,,24-NOV-2022 16:49:20,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,BISCUITS & CONFECTIONERY & SNACKS,SWEET BISCUITS ASSORTED - AMBIENT,BISCUITS - SWEET - AMBIENT VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020417100000,LOCAL,7,'00020417100000,LAC,LAC,HNS,HNS HEINENS INC.,ALL_US,UNITED STATES OF AMERICA,SIRVAL,KOLACKY-ASSORTED,,KOLACKY-ASSORTED,,,,,CNT,1,49.31,12.3275,,,,,,24-NOV-2022 16:49:20,,506468398 : N BRND LSTD CK KLCHKY      TRY 1 CNT ,506468398 : N BRND LSTD CK KLCHKY      TRY 1 CNT ,,,,FALSE,2,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'200985200000,LOCAL,1,'00200985200000,LAC,LAC,HNS,HNS HEINENS INC.,ALL_US,UNITED STATES OF AMERICA,SIRVAL,2BROS TX 26-28,,,,,,,WGT,2,606.68,3.29,,,,,,24-NOV-2022 16:49:18,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'020165100000,LOCAL,1,'00020165100000,LAC,LAC,HNS,HNS HEINENS INC.,ALL_US,UNITED STATES OF AMERICA,SIRVAL,2BRO UNCURED HAM,,,,,,,WGT,14,3944.5,8.99,,,,,,24-NOV-2022 16:49:21,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000003156,LOCAL,1,'00000000003156,LAC,LAC,DEP,DEP DEEP CREEK FOODLAND RSI,ALL_US,UNITED STATES OF AMERICA,SIRVAL,ORANGES,,,,,,,CNT,1,76.11,1.29,,,,,,24-NOV-2022 16:49:20,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,XCLUDE - RESIDUALS,US REDUCED SAMPLE IMPUTATION - RSI,,Changed,,'000000004018,LOCAL,4,'00000000004018,LAC,LAC,DEP,DEP DEEP CREEK FOODLAND RSI,ALL_US,UNITED STATES OF AMERICA,SIRVAL,GRANNY SMITH,,GRANNY SMITH,,,,,WGT,1,58.6644,2.49,,,,,,24-NOV-2022 16:49:18,,PGI : US REDUCED SAMPLE IMPUTATION - RSI; PC:REDUCED SAMPLE IMPUTATION - RSI,PGI : US REDUCED SAMPLE IMPUTATION - RSI; PC:REDUCED SAMPLE IMPUTATION - RSI,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,ZZ: TEMPORARY MDL STANDARD/CONSOLIDATED ITEMS,US MDL STANDARD/CONSOLIDATED ITEMS,US MDL CONSOLIDATED,Changed,,'000000024281,LOCAL,2,'00000000024281,LAC,LAC,GGQ,GGQ GROG SHOP,ALL_US,UNITED STATES OF AMERICA,SIRVAL,WOODY CREEK CABERNET SAU,,WOODY CREEK CABERNET SAU,,,750ML,,CNT,1,16.99,16.99,,,,000000024281|010000024281|030000024281|060000024281|070000024281|080000024281|090000024281|100000024281|110000024281|120000024281,,24-NOV-2022 16:49:17,,507010408 : US MDL CNSLDTD ,507010408 : US MDL CNSLDTD ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000000112,LOCAL,1,'00000000000112,LAC,LAC,GGQ,GGQ GROG SHOP,ALL_US,UNITED STATES OF AMERICA,SIRVAL,BOOKER OUBLIE RED,,,,,750ML,,CNT,1,169.98,84.99,,,,000000000112|010000000112|030000000112|060000000112|070000000112|080000000112|090000000112|100000000112|110000000112|120000000112,,24-NOV-2022 16:49:17,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000540015954,LOCAL,1,'00000540015954,LAC,LAC,GHQ,GHQ GARDEN STATE DISCOUNT LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,CA' FURLAN MOSCATO 'CUVEE ADRIANA',,,,,750ML,,CNT,1,9.99,9.99,,,,000540015954|010540015954|030540015954|060540015954|070540015954|080540015954|090540015954|100540015954|110540015954|120540015954,,24-NOV-2022 16:49:18,,,,,WINE,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000007450,LOCAL,1,'00000000007450,LAC,LAC,GHQ,GHQ GARDEN STATE DISCOUNT LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,FRATELLI COZZA BRUFFATO DI FAMIGLIA,,,,,750ML,,CNT,1,90.93,12.99,,,,000000007450|010000007450|030000007450|060000007450|070000007450|080000007450|090000007450|100000007450|110000007450|120000007450,,24-NOV-2022 16:49:20,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'020390400000,LOCAL,1,'00020390400000,LAC,LAC,GLC,GLC GOLD CROWN FOODLAND RSI,ALL_US,UNITED STATES OF AMERICA,SIRVAL,TOM TURKEY,,,,,,,CNT,1,0.27,0.01,,,,,,24-NOV-2022 16:49:20,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'022231700000,LOCAL,1,'00022231700000,LAC,LAC,MNG,MNG MONONGAHELA FOODLAND MARKE 3 RSI,ALL_US,UNITED STATES OF AMERICA,SIRVAL,HAM WRAP,,,,,,,CNT,1,3.99,3.99,,,,,,24-NOV-2022 16:49:18,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'088828940371,LOCAL,1,'00088828940371,LAC,LAC,MNG,MNG MONONGAHELA FOODLAND MARKE 3 RSI,ALL_US,UNITED STATES OF AMERICA,SIRVAL,SUGARBEE APPLES,,,,,,,CNT,1,13.98,6.99,,,,,,24-NOV-2022 16:49:20,,,,,,10/18/2018,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'003338304789,LOCAL,1,'00003338304789,LAC,LAC,MNG,MNG MONONGAHELA FOODLAND MARKE 3 RSI,ALL_US,UNITED STATES OF AMERICA,SIRVAL,HONEYCRISP 3LB,,,,,,,CNT,1,29.94,4.99,,,,,,24-NOV-2022 16:49:17,,,,,,03/07/2012,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'007224054679,LOCAL,1,'00007224054679,LAC,LAC,MNG,MNG MONONGAHELA FOODLAND MARKE 3 RSI,ALL_US,UNITED STATES OF AMERICA,SIRVAL,SEEDLESS LEMON,,,,,,,CNT,1,41.94,6.99,,,,,,24-NOV-2022 16:49:19,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'026162200000,LOCAL,1,'00026162200000,LAC,LAC,MNG,MNG MONONGAHELA FOODLAND MARKE 3 RSI,ALL_US,UNITED STATES OF AMERICA,SIRVAL,PECAN TARTS,,,,,,,CNT,1,0.02,0.01,,,,,,24-NOV-2022 16:49:18,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'020425600000,LOCAL,1,'00020425600000,LAC,LAC,MNG,MNG MONONGAHELA FOODLAND MARKE 3 RSI,ALL_US,UNITED STATES OF AMERICA,SIRVAL,CARAMBOLA,,,,,,,CNT,1,0.02,0.01,,,,,,24-NOV-2022 16:49:21,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'021282000000,LOCAL,1,'00021282000000,LAC,LAC,MNG,MNG MONONGAHELA FOODLAND MARKE 3 RSI,ALL_US,UNITED STATES OF AMERICA,SIRVAL,COLD PENNE BOLOG,,,,,,,CNT,1,0.06,0.01,,,,,,24-NOV-2022 16:49:21,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,CHEESE - FRESH VARIABLE WEIGHT,CHEESE BLOCKS REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'023602100000,LOCAL,8,'00023602100000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT BACON CHEDDAR CHEESEBALL,,MARKET DISTRICT BACON CHEDDAR CHEESEBALL,,,,,WGT,1,7.83,13.9821,,,,,,24-NOV-2022 16:49:17,,552453702 : GNT EGL MRKT DSTRCT CHS BLL BCN BLL N PCKG 1 PND ,552453702 : GNT EGL MRKT DSTRCT CHS BLL BCN BLL N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT COOKED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020659100000,LOCAL,7,'00020659100000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,RIVER CITY CHICKEN 4PC DARK CHICKEN SERVES 1-2,,RIVER CITY CHICKEN 4PC DARK CHICKEN SERVES 1-2,,,,,WGT,1,5.99,5.99,,,,,,24-NOV-2022 16:49:17,,555921378 : RVR CTY CHCKN ENTR 4 PC DRK CHCKN   N PCKG 1 CNT ,555921378 : RVR CTY CHCKN ENTR 4 PC DRK CHCKN   N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FRUIT/NUTS - FRESH VARIABLE WEIGHT,FRUIT FRESH - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'024533200000,LOCAL,5,'00024533200000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE MELON MEDLEY (SMALL),,GIANT EAGLE MELON MEDLEY (SMALL),,,,,WGT,1,4.06,5.4865,,,,,,24-NOV-2022 16:49:17,,556810198 : GNT EGL MXD FRT PC SMLL MLN MDLY N PCKG 1 PND ,556810198 : GNT EGL MXD FRT PC SMLL MLN MDLY N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,XCLUDE - RESIDUALS,US LAC - LAC ONLY IN SCOPE,,Changed,,'025322000000,LOCAL,6,'00025322000000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,SMITHFIELD PORK PRODUCTS B/I WHOLE PORK LOIN,,SMITHFIELD PORK PRODUCTS B/I WHOLE PORK LOIN,,,,,WGT,1,13.13,0.9902,,,,,,24-NOV-2022 16:49:17,,PGI : US LAC - LAC ONLY IN SCOPE; PC:US LAC - LAC ONLY IN SCOPE,PGI : US LAC - LAC ONLY IN SCOPE; PC:US LAC - LAC ONLY IN SCOPE,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,SAUSAGES UNCOOKED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'028345400000,LOCAL,5,'00028345400000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE GE FRESH SWEET SAUSAGE BULK,,GIANT EAGLE GE FRESH SWEET SAUSAGE BULK,,,,,WGT,1,5,4.386,,,,,,24-NOV-2022 16:49:17,,557638891 : GNT EGL SSG SWT  SSG    N PCKG 1 CNT ,557638891 : GNT EGL SSG SWT  SSG    N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,Changed,,'025028000000,LOCAL,8,'00025028000000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE INDEPENDENT PLU,,GIANT EAGLE INDEPENDENT PLU,,,,,WGT,1,4.47,3,,,,,,24-NOV-2022 16:49:17,,UNCODEABLE PRODUCTS; PC:UNCODEABLE FOR NI PRODUCTS,28728175 : UNCODEABLE PRODUCTS; PC:UNCODEABLE FOR NI PRODUCTS,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,VEGETABLES/SALAD VEGETABLES - FRESH VARIABLE WEIGHT,VEGETABLES/SALAD VEGETABLES FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020475000000,LOCAL,4,'00020475000000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,SQUASH ACORN (LB.),,SQUASH ACORN (LB.),,,,,CNT,1,1.79,1.79,,,,,,24-NOV-2022 16:49:17,,29432628 : MLTPL VL SNGL VGTBL ACRN SQSH     N PCKG 1 PND ,29432628 : MLTPL VL SNGL VGTBL ACRN SQSH     N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'022683400000,LOCAL,5,'00022683400000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE PLAINVILLE TURKEY UPGRADE,,GIANT EAGLE PLAINVILLE TURKEY UPGRADE,,,,,WGT,1,89.99,89.99,,,,,,24-NOV-2022 16:49:17,,43786988 : PLNVLL FRMS FRSH AND FRZN MT  BN IN WHL  TRKY  N PCKG 1 CNT ,43786988 : PLNVLL FRMS FRSH AND FRZN MT  BN IN WHL  TRKY  N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,BISCUITS & CONFECTIONERY & SNACKS,SWEET BISCUITS ASSORTED - AMBIENT,BISCUITS - SWEET - AMBIENT VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'028969200000,LOCAL,7,'00028969200000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE COOKIE 10 CUTOUT SGR TREE/BELL,,GIANT EAGLE COOKIE 10 CUTOUT SGR TREE/BELL,,,,,WGT,1,19.96,4.99,,,,,,24-NOV-2022 16:49:21,,556771818 : GNT EGL CK SGR CT OT  DCRTD    TRY 1 CNT ,556771818 : GNT EGL CK SGR CT OT  DCRTD    TRY 1 CNT ,,,,FALSE,2,,,,N,,,,,
Business As Usual,Cross Coding,BISCUITS & CONFECTIONERY & SNACKS,SNACKS - VARIABLE WEIGHT,SNACKS - CHIPS/CRISPS - SLICED - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'021751500000,LOCAL,7,'00021751500000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE FRUIT & CHEESE TRAY SMALL GNG,,GIANT EAGLE FRUIT & CHEESE TRAY SMALL GNG,,,,,WGT,1,11.99,11.99,,,,,,24-NOV-2022 16:49:18,,558094874 : GNT EGL CHP SNCK EXTRM NCH   N PCKG 1 CNT ,558094874 : GNT EGL CHP SNCK EXTRM NCH   N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'023231000000,LOCAL,5,'00023231000000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE BEEF CAB PRIME BNLS BF SHT RIB,,GIANT EAGLE BEEF CAB PRIME BNLS BF SHT RIB,,,,,WGT,1,7.37,5.9919,,,,,,24-NOV-2022 16:49:19,,556191673 : GNT EGL FRSH AND FRZN MT  BNLSS   ANGS BF SHRT RB N PCKG 1 PND ,556191673 : GNT EGL FRSH AND FRZN MT  BNLSS   ANGS BF SHRT RB N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED PREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'026658800000,LOCAL,7,'00026658800000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE MIXED CHICKEN 24-PC COLD,,GIANT EAGLE MIXED CHICKEN 24-PC COLD,,,,,WGT,1,22.99,22.99,,,,,,24-NOV-2022 16:49:20,,556189911 : GNT EGL ENTR 24 PC MXD CHCKN   N PCKG 1 CNT ,556189911 : GNT EGL ENTR 24 PC MXD CHCKN   N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020007800000,LOCAL,11,'00020007800000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE GE 16/22 TOM TURKEY,,GIANT EAGLE GE 16/22 TOM TURKEY,,,,,CNT,1,1.89,1.89,,,,,,24-NOV-2022 16:49:21,,522862272 : GNT EGL FRSH AND FRZN MT   WHL  TRKY TM  N PCKG 1 PND ,522862272 : GNT EGL FRSH AND FRZN MT   WHL  TRKY TM  N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,PASTA - FRESH VARIABLE WEIGHT,PASTA - FRESH - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'026696600000,LOCAL,9,'00026696600000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE MACARONI AND CHEESE HALF PAN,,GIANT EAGLE MACARONI AND CHEESE HALF PAN,,,,,WGT,1,23.99,23.99,,,,,,24-NOV-2022 16:49:18,,556524865 : GNT EGL ENTR MC AND CHS   N PCKG 1 PND ,556524865 : GNT EGL ENTR MC AND CHS   N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020368000000,LOCAL,5,'00020368000000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE GE PREGLAZED SPIRAL HALF HAM,,GIANT EAGLE GE PREGLAZED SPIRAL HALF HAM,,,,,WGT,7,589.77,4.4901,,,,,,24-NOV-2022 16:49:20,,555145894 : GNT EGL FRSH AND FRZN MT  BN IN PRGLZD SKNLSS HLF SPRL HM PRK  N PCKG 1 PND ,555145894 : GNT EGL FRSH AND FRZN MT  BN IN PRGLZD SKNLSS HLF SPRL HM PRK  N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,CHEESE - FRESH VARIABLE WEIGHT,CHEESE BLOCKS REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'029602000000,LOCAL,5,'00029602000000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT CHEESEBALL GARLIC & HERB,,MARKET DISTRICT CHEESEBALL GARLIC & HERB,,,,,WGT,1,7.41,13.9811,,,,,,24-NOV-2022 16:49:21,,38424141 : GNT EGL MRKT DSTRCT CHS BLL GRLC HRB BLL N PCKG 1 PND ,38424141 : GNT EGL MRKT DSTRCT CHS BLL GRLC HRB BLL N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - AMBIENT,SWEET PASTRY/DOUGH - AMBIENT VARIABLE WEIGHT,SWEET PASTRY/DOUGH - AMBIENT - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'021991900000,LOCAL,15,'00021991900000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE MINI MUFFIN BLUEBERRY 12 CT.,,GIANT EAGLE MINI MUFFIN BLUEBERRY 12 CT.,,,,,CNT,1,4.99,4.99,,,,,,24-NOV-2022 16:49:21,,556801843 : GNT EGL MFFN BLBRRY   MN TRY 12 CNT ,556801843 : GNT EGL MFFN BLBRRY   MN TRY 12 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - FROZEN,VEGETABLES/SALAD VEGETABLES - FROZEN VARIABLE WEIGHT,VEGETABLES/SALAD VEGETABLES - FROZEN - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'023590200000,LOCAL,5,'00023590200000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT MD MAPLE RST BRUSSEL SPROUTS,,MARKET DISTRICT MD MAPLE RST BRUSSEL SPROUTS,,,,,WGT,1,8.99,8.99,,,,,,24-NOV-2022 16:49:21,,550428609 : GNT EGL MRKT DSTRCT SNGL VGTBL BRSSL SPRT  N PCKG 1 PND ,550428609 : GNT EGL MRKT DSTRCT SNGL VGTBL BRSSL SPRT  N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,VEGETABLES/SALAD VEGETABLES - FRESH VARIABLE WEIGHT,VEGETABLES/SALAD VEGETABLES FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'023682600000,LOCAL,8,'00023682600000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE GREEN BEAN MUSHROOM CASSEROLE,,GIANT EAGLE GREEN BEAN MUSHROOM CASSEROLE,,,,,WGT,1,6.32,5.9623,,,,,,24-NOV-2022 16:49:17,,557061827 : GNT EGL ENTR GRN BN MSHRM CSSRL   N PCKG 1 PND ,557061827 : GNT EGL ENTR GRN BN MSHRM CSSRL   N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FILLINGS/PASTES/SPREADS - SWEET FRESH VARIABLE WEIGHT,FILLINGS/PASTES/SPREADS - SWEET - FRESH - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'026795100000,LOCAL,9,'00026795100000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE DIY FILLING APPLE EZ SQUEEZE,,GIANT EAGLE DIY FILLING APPLE EZ SQUEEZE,,,,,WGT,1,23.97,7.99,,,,,,24-NOV-2022 16:49:19,,552481130 : GNT EGL P FLLNG APPL N PCKG 1 CNT ,552481130 : GNT EGL P FLLNG APPL N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,ZZ: CUTOVER TEMPORARY STANDARD/CONSOLIDATED ITEMS,CUTOVER TEMP STANDARD/CONSOLIDATED,US CUTOVER STANDARD,Changed,,'024602000000,LOCAL,5,'00024602000000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT CHEESEBALL CHEDDAR,,MARKET DISTRICT CHEESEBALL CHEDDAR,,,,,WGT,2,15.31,14.0459,,,,,,24-NOV-2022 16:49:19,,38717380 : GNT EGL MRKT DSTRCT CHS BLL  BLL N PCKG 1 PND ,38717380 : GNT EGL MRKT DSTRCT CHS BLL  BLL N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - AMBIENT,CAKES/GATEAUX - AMBIENT VARIABLE WEIGHT,CAKES/GATEAUX - AMBIENT - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020780600000,LOCAL,7,'00020780600000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE CHEESECAKE NEW YORK STYLE,,GIANT EAGLE CHEESECAKE NEW YORK STYLE,,,,,WGT,1,19.99,19.99,,,,,,24-NOV-2022 16:49:19,,556521137 : GNT EGL SNGL LYR CK CHSCK    FLL TRY 1 CNT ,556521137 : GNT EGL SNGL LYR CK CHSCK    FLL TRY 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT COOKED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'023657000000,LOCAL,7,'00023657000000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,RIVER CITY CHICKEN 12PC WHOLE WINGS SERVES 4-5,,RIVER CITY CHICKEN 12PC WHOLE WINGS SERVES 4-5,,,,,WGT,1,18.99,18.99,,,,,,24-NOV-2022 16:49:21,,555834166 : RVR CTY CHCKN ENTR 12 PC WHL CHCKN WNG   N PCKG 1 CNT ,555834166 : RVR CTY CHCKN ENTR 12 PC WHL CHCKN WNG   N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
